Year,Age at time of death,Sex,Causes of death,Value
2017,45 to 54 years,Males,Acute bronchitis and bronchiolitis,0.0
2017,45 to 54 years,Males,Chronic lower respiratory diseases,4.1
2017,45 to 54 years,Females,Malignant neoplasms,88.5
2017,45 to 54 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.0
2017,45 to 54 years,Females,Diabetes mellitus,4.4
2017,45 to 54 years,Females,Diseases of heart,16.3
2017,45 to 54 years,Females,Influenza and pneumonia,2.6
2017,45 to 54 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,45 to 54 years,Females,Chronic lower respiratory diseases,3.4
2017,45 to 49 years,Both sexes,Malignant neoplasms,58.2
2017,45 to 49 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2017,45 to 49 years,Both sexes,Diabetes mellitus,4.9
2017,45 to 49 years,Both sexes,Diseases of heart,23.3
2017,45 to 49 years,Both sexes,Influenza and pneumonia,2.7
2017,45 to 49 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2017,45 to 49 years,Both sexes,Chronic lower respiratory diseases,1.7
2017,45 to 49 years,Males,Malignant neoplasms,53.5
2017,45 to 49 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2017,45 to 49 years,Males,Diabetes mellitus,6.6
2017,45 to 49 years,Males,Diseases of heart,33.6
2017,45 to 49 years,Males,Influenza and pneumonia,3.2
2017,45 to 49 years,Males,Acute bronchitis and bronchiolitis,0.0
2017,45 to 49 years,Males,Chronic lower respiratory diseases,1.9
2017,45 to 49 years,Females,Malignant neoplasms,62.8
2017,45 to 49 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2017,45 to 49 years,Females,Diabetes mellitus,3.3
2017,45 to 49 years,Females,Diseases of heart,13.1
2017,45 to 49 years,Females,Influenza and pneumonia,2.3
2017,45 to 49 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,45 to 49 years,Females,Chronic lower respiratory diseases,1.6
2017,50 to 54 years,Both sexes,Malignant neoplasms,108.2
2017,50 to 54 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.5
2017,50 to 54 years,Both sexes,Diabetes mellitus,7.7
2017,50 to 54 years,Both sexes,Diseases of heart,46.1
2017,50 to 54 years,Both sexes,Influenza and pneumonia,3.1
2017,50 to 54 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2017,50 to 54 years,Both sexes,Chronic lower respiratory diseases,5.6
2017,50 to 54 years,Males,Malignant neoplasms,104.3
2017,50 to 54 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.4
2017,50 to 54 years,Males,Diabetes mellitus,9.9
2017,50 to 54 years,Males,Diseases of heart,73.0
2017,50 to 54 years,Males,Influenza and pneumonia,3.4
2017,50 to 54 years,Males,Acute bronchitis and bronchiolitis,0.0
2017,50 to 54 years,Males,Chronic lower respiratory diseases,6.2
2017,50 to 54 years,Females,Malignant neoplasms,112.0
2017,50 to 54 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.7
2017,50 to 54 years,Females,Diabetes mellitus,5.5
2017,50 to 54 years,Females,Diseases of heart,19.1
2017,50 to 54 years,Females,Influenza and pneumonia,2.9
2017,50 to 54 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,50 to 54 years,Females,Chronic lower respiratory diseases,5.1
2017,55 to 64 years,Both sexes,Malignant neoplasms,260.1
2017,55 to 64 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.8
2017,55 to 64 years,Both sexes,Diabetes mellitus,16.3
2017,55 to 64 years,Both sexes,Diseases of heart,100.1
2017,55 to 64 years,Both sexes,Influenza and pneumonia,7.3
2017,55 to 64 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2017,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.8
2017,55 to 64 years,Males,Malignant neoplasms,277.2
2017,55 to 64 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.0
2017,55 to 64 years,Males,Diabetes mellitus,22.4
2017,55 to 64 years,Males,Diseases of heart,150.4
2017,55 to 64 years,Males,Influenza and pneumonia,8.2
2017,55 to 64 years,Males,Acute bronchitis and bronchiolitis,0.0
2017,55 to 64 years,Males,Chronic lower respiratory diseases,20.9
2017,55 to 64 years,Females,Malignant neoplasms,243.4
2017,55 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.5
2017,55 to 64 years,Females,Diabetes mellitus,10.5
2017,55 to 64 years,Females,Diseases of heart,51.0
2017,55 to 64 years,Females,Influenza and pneumonia,6.4
2017,55 to 64 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,55 to 64 years,Females,Chronic lower respiratory diseases,18.6
2017,55 to 59 years,Both sexes,Malignant neoplasms,199.0
2017,55 to 59 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.2
2017,55 to 59 years,Both sexes,Diabetes mellitus,12.7
2017,55 to 59 years,Both sexes,Diseases of heart,77.7
2017,55 to 59 years,Both sexes,Influenza and pneumonia,5.8
2017,55 to 59 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2017,55 to 59 years,Both sexes,Chronic lower respiratory diseases,12.9
2017,55 to 59 years,Males,Malignant neoplasms,201.3
2017,55 to 59 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.5
2017,55 to 59 years,Males,Diabetes mellitus,17.3
2017,55 to 59 years,Males,Diseases of heart,117.8
2017,55 to 59 years,Males,Influenza and pneumonia,6.4
2017,55 to 59 years,Males,Acute bronchitis and bronchiolitis,0.0
2017,55 to 59 years,Males,Chronic lower respiratory diseases,13.9
2017,55 to 59 years,Females,Malignant neoplasms,196.7
2017,55 to 59 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.8
2017,55 to 59 years,Females,Diabetes mellitus,8.2
2017,55 to 59 years,Females,Diseases of heart,38.2
2017,55 to 59 years,Females,Influenza and pneumonia,5.2
2017,55 to 59 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,55 to 59 years,Females,Chronic lower respiratory diseases,12.0
2017,60 to 64 years,Both sexes,Malignant neoplasms,329.1
2017,60 to 64 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.4
2017,60 to 64 years,Both sexes,Diabetes mellitus,20.5
2017,60 to 64 years,Both sexes,Diseases of heart,125.4
2017,60 to 64 years,Both sexes,Influenza and pneumonia,9.0
2017,60 to 64 years,Both sexes,Acute bronchitis and bronchiolitis,0.1
2017,60 to 64 years,Both sexes,Chronic lower respiratory diseases,27.5
2017,60 to 64 years,Males,Malignant neoplasms,363.9
2017,60 to 64 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.6
2017,60 to 64 years,Males,Diabetes mellitus,28.2
2017,60 to 64 years,Males,Diseases of heart,187.6
2017,60 to 64 years,Males,Influenza and pneumonia,10.2
2017,60 to 64 years,Males,Acute bronchitis and bronchiolitis,0.1
2017,60 to 64 years,Males,Chronic lower respiratory diseases,28.9
2017,60 to 64 years,Females,Malignant neoplasms,295.5
2017,60 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.2
2017,60 to 64 years,Females,Diabetes mellitus,13.0
2017,60 to 64 years,Females,Diseases of heart,65.4
2017,60 to 64 years,Females,Influenza and pneumonia,7.8
2017,60 to 64 years,Females,Acute bronchitis and bronchiolitis,0.1
2017,60 to 64 years,Females,Chronic lower respiratory diseases,26.1
2017,65 to 74 years,Both sexes,Malignant neoplasms,611.5
2017,65 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.9
2017,65 to 74 years,Both sexes,Diabetes mellitus,43.3
2017,65 to 74 years,Both sexes,Diseases of heart,247.0
2017,65 to 74 years,Both sexes,Influenza and pneumonia,20.5
2017,65 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.1
2017,65 to 74 years,Both sexes,Chronic lower respiratory diseases,80.2
2017,65 to 74 years,Males,Malignant neoplasms,699.8
2017,65 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.2
2017,65 to 74 years,Males,Diabetes mellitus,56.9
2017,65 to 74 years,Males,Diseases of heart,349.5
2017,65 to 74 years,Males,Influenza and pneumonia,24.9
2017,65 to 74 years,Males,Acute bronchitis and bronchiolitis,0.2
2017,65 to 74 years,Males,Chronic lower respiratory diseases,87.2
2017,65 to 74 years,Females,Malignant neoplasms,528.8
2017,65 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.9
2017,65 to 74 years,Females,Diabetes mellitus,30.7
2017,65 to 74 years,Females,Diseases of heart,151.0
2017,65 to 74 years,Females,Influenza and pneumonia,16.4
2017,65 to 74 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,65 to 74 years,Females,Chronic lower respiratory diseases,73.6
2017,65 to 69 years,Both sexes,Malignant neoplasms,501.8
2017,65 to 69 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.1
2017,65 to 69 years,Both sexes,Diabetes mellitus,34.9
2017,65 to 69 years,Both sexes,Diseases of heart,194.6
2017,65 to 69 years,Both sexes,Influenza and pneumonia,14.5
2017,65 to 69 years,Both sexes,Acute bronchitis and bronchiolitis,0.1
2017,65 to 69 years,Both sexes,Chronic lower respiratory diseases,55.7
2017,65 to 69 years,Males,Malignant neoplasms,568.2
2017,65 to 69 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.3
2017,65 to 69 years,Males,Diabetes mellitus,45.7
2017,65 to 69 years,Males,Diseases of heart,285.2
2017,65 to 69 years,Males,Influenza and pneumonia,17.8
2017,65 to 69 years,Males,Acute bronchitis and bronchiolitis,0.1
2017,65 to 69 years,Males,Chronic lower respiratory diseases,59.2
2017,65 to 69 years,Females,Malignant neoplasms,439.1
2017,65 to 69 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.9
2017,65 to 69 years,Females,Diabetes mellitus,24.6
2017,65 to 69 years,Females,Diseases of heart,109.0
2017,65 to 69 years,Females,Influenza and pneumonia,11.5
2017,65 to 69 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,65 to 69 years,Females,Chronic lower respiratory diseases,52.4
2017,70 to 74 years,Both sexes,Malignant neoplasms,754.1
2017,70 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.7
2017,70 to 74 years,Both sexes,Diabetes mellitus,54.4
2017,70 to 74 years,Both sexes,Diseases of heart,315.1
2017,70 to 74 years,Both sexes,Influenza and pneumonia,28.3
2017,70 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.2
2017,70 to 74 years,Both sexes,Chronic lower respiratory diseases,112.0
2017,70 to 74 years,Males,Malignant neoplasms,873.3
2017,70 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",15.2
2017,70 to 74 years,Males,Diabetes mellitus,71.5
2017,70 to 74 years,Males,Diseases of heart,434.3
2017,70 to 74 years,Males,Influenza and pneumonia,34.3
2017,70 to 74 years,Males,Acute bronchitis and bronchiolitis,0.4
2017,70 to 74 years,Males,Chronic lower respiratory diseases,124.0
2017,70 to 74 years,Females,Malignant neoplasms,644.2
2017,70 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.4
2017,70 to 74 years,Females,Diabetes mellitus,38.5
2017,70 to 74 years,Females,Diseases of heart,205.1
2017,70 to 74 years,Females,Influenza and pneumonia,22.7
2017,70 to 74 years,Females,Acute bronchitis and bronchiolitis,0.0
2017,70 to 74 years,Females,Chronic lower respiratory diseases,100.9
2017,75 to 84 years,Both sexes,Malignant neoplasms,1248.2
2017,75 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",26.3
2017,75 to 84 years,Both sexes,Diabetes mellitus,107.3
2017,75 to 84 years,Both sexes,Diseases of heart,724.4
2017,75 to 84 years,Both sexes,Influenza and pneumonia,89.9
2017,75 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,0.6
2017,75 to 84 years,Both sexes,Chronic lower respiratory diseases,228.6
2017,75 to 84 years,Males,Malignant neoplasms,1526.1
2017,75 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",34.3
2017,75 to 84 years,Males,Diabetes mellitus,139.8
2017,75 to 84 years,Males,Diseases of heart,933.4
2017,75 to 84 years,Males,Influenza and pneumonia,98.0
2017,75 to 84 years,Males,Acute bronchitis and bronchiolitis,0.9
2017,75 to 84 years,Males,Chronic lower respiratory diseases,251.2
2017,75 to 84 years,Females,Malignant neoplasms,1018.4
2017,75 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",19.7
2017,75 to 84 years,Females,Diabetes mellitus,80.4
2017,75 to 84 years,Females,Diseases of heart,551.6
2017,75 to 84 years,Females,Influenza and pneumonia,83.1
2017,75 to 84 years,Females,Acute bronchitis and bronchiolitis,0.3
2017,75 to 84 years,Females,Chronic lower respiratory diseases,209.8
2017,75 to 79 years,Both sexes,Malignant neoplasms,1083.4
2017,75 to 79 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",19.6
2017,75 to 79 years,Both sexes,Diabetes mellitus,84.8
2017,75 to 79 years,Both sexes,Diseases of heart,527.9
2017,75 to 79 years,Both sexes,Influenza and pneumonia,57.5
2017,75 to 79 years,Both sexes,Acute bronchitis and bronchiolitis,0.5
2017,75 to 79 years,Both sexes,Chronic lower respiratory diseases,180.7
2017,75 to 79 years,Males,Malignant neoplasms,1291.2
2017,75 to 79 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",26.0
2017,75 to 79 years,Males,Diabetes mellitus,111.8
2017,75 to 79 years,Males,Diseases of heart,701.8
2017,75 to 79 years,Males,Influenza and pneumonia,62.9
2017,75 to 79 years,Males,Acute bronchitis and bronchiolitis,0.6
2017,75 to 79 years,Males,Chronic lower respiratory diseases,202.5
2017,75 to 79 years,Females,Malignant neoplasms,904.3
2017,75 to 79 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",14.1
2017,75 to 79 years,Females,Diabetes mellitus,61.5
2017,75 to 79 years,Females,Diseases of heart,378.0
2017,75 to 79 years,Females,Influenza and pneumonia,52.8
2017,75 to 79 years,Females,Acute bronchitis and bronchiolitis,0.4
2017,75 to 79 years,Females,Chronic lower respiratory diseases,161.9
2017,80 to 84 years,Both sexes,Malignant neoplasms,1480.0
2017,80 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",35.8
2017,80 to 84 years,Both sexes,Diabetes mellitus,139.0
2017,80 to 84 years,Both sexes,Diseases of heart,1000.9
2017,80 to 84 years,Both sexes,Influenza and pneumonia,135.4
2017,80 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,0.7
2017,80 to 84 years,Both sexes,Chronic lower respiratory diseases,295.9
2017,80 to 84 years,Males,Malignant neoplasms,1875.3
2017,80 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",46.8
2017,80 to 84 years,Males,Diabetes mellitus,181.4
2017,80 to 84 years,Males,Diseases of heart,1277.7
2017,80 to 84 years,Males,Influenza and pneumonia,150.1
2017,80 to 84 years,Males,Acute bronchitis and bronchiolitis,1.2
2017,80 to 84 years,Males,Chronic lower respiratory diseases,323.6
2017,80 to 84 years,Females,Malignant neoplasms,1171.9
2017,80 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",27.2
2017,80 to 84 years,Females,Diabetes mellitus,105.9
2017,80 to 84 years,Females,Diseases of heart,785.0
2017,80 to 84 years,Females,Influenza and pneumonia,123.9
2017,80 to 84 years,Females,Acute bronchitis and bronchiolitis,0.2
2017,80 to 84 years,Females,Chronic lower respiratory diseases,274.3
2017,85 and over,Both sexes,Malignant neoplasms,2092.0
2017,85 and over,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",77.5
2017,85 and over,Both sexes,Diabetes mellitus,270.5
2017,85 and over,Both sexes,Diseases of heart,3023.9
2017,85 and over,Both sexes,Influenza and pneumonia,561.7
2017,85 and over,Both sexes,Acute bronchitis and bronchiolitis,4.1
2017,85 and over,Both sexes,Chronic lower respiratory diseases,589.0
2017,85 and over,Males,Malignant neoplasms,2849.4
2017,85 and over,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",101.0
2017,85 and over,Males,Diabetes mellitus,332.5
2017,85 and over,Males,Diseases of heart,3421.4
2017,85 and over,Males,Influenza and pneumonia,625.9
2017,85 and over,Males,Acute bronchitis and bronchiolitis,4.6
2017,85 and over,Males,Chronic lower respiratory diseases,751.8
2017,85 and over,Females,Malignant neoplasms,1676.2
2017,85 and over,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",64.6
2017,85 and over,Females,Diabetes mellitus,236.4
2017,85 and over,Females,Diseases of heart,2805.7
2017,85 and over,Females,Influenza and pneumonia,526.4
2017,85 and over,Females,Acute bronchitis and bronchiolitis,3.9
2017,85 and over,Females,Chronic lower respiratory diseases,499.6
2017,85 to 89 years,Both sexes,Malignant neoplasms,1932.8
2017,85 to 89 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",57.8
2017,85 to 89 years,Both sexes,Diabetes mellitus,226.8
2017,85 to 89 years,Both sexes,Diseases of heart,2005.1
2017,85 to 89 years,Both sexes,Influenza and pneumonia,316.5
2017,85 to 89 years,Both sexes,Acute bronchitis and bronchiolitis,2.4
