Year,Geography,Type of work,Occupation,Sex,Age group,GeoCode,Value
2018,Alberta,Both full- and part-time employees,"Total employees, all occupations",Males,55 years and over,48,38.11
2018,Alberta,Both full- and part-time employees,"Total employees, all occupations",Females,15 years and over,48,28.14
2018,Alberta,Both full- and part-time employees,"Total employees, all occupations",Females,15 to 24 years,48,17.8
2018,Alberta,Both full- and part-time employees,"Total employees, all occupations",Females,25 to 54 years,48,30.15
2018,Alberta,Both full- and part-time employees,"Total employees, all occupations",Females,55 years and over,48,29.48
2018,Alberta,Both full- and part-time employees,Management occupations,Both sexes,15 years and over,48,52.11
2018,Alberta,Both full- and part-time employees,Management occupations,Both sexes,15 to 24 years,48,
2018,Alberta,Both full- and part-time employees,Management occupations,Both sexes,25 to 54 years,48,50.69
2018,Alberta,Both full- and part-time employees,Management occupations,Both sexes,55 years and over,48,58.41
2018,Alberta,Both full- and part-time employees,Management occupations,Males,15 years and over,48,55.47
2018,Alberta,Both full- and part-time employees,Management occupations,Males,15 to 24 years,48,
2018,Alberta,Both full- and part-time employees,Management occupations,Males,25 to 54 years,48,54.22
2018,Alberta,Both full- and part-time employees,Management occupations,Males,55 years and over,48,60.88
2018,Alberta,Both full- and part-time employees,Management occupations,Females,15 years and over,48,45.58
2018,Alberta,Both full- and part-time employees,Management occupations,Females,15 to 24 years,48,
2018,Alberta,Both full- and part-time employees,Management occupations,Females,25 to 54 years,48,43.99
2018,Alberta,Both full- and part-time employees,Management occupations,Females,55 years and over,48,53.06
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 years and over,48,30.79
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 to 24 years,48,20.13
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,25 to 54 years,48,31.96
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,55 years and over,48,31.45
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,15 years and over,48,35.14
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,15 to 24 years,48,20.65
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,25 to 54 years,48,36.43
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,55 years and over,48,38.72
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,15 years and over,48,29.32
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,15 to 24 years,48,19.91
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,25 to 54 years,48,30.42
2018,Alberta,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,55 years and over,48,29.46
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 years and over,48,43.74
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 to 24 years,48,24.42
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,25 to 54 years,48,44.79
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,55 years and over,48,48.29
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 years and over,48,45.12
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 to 24 years,48,24.11
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,25 to 54 years,48,46.2
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,55 years and over,48,50.42
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 years and over,48,39.5
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 to 24 years,48,25.55
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,25 to 54 years,48,40.75
2018,Alberta,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,55 years and over,48,38.02
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Both sexes,15 years and over,48,33.75
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Both sexes,15 to 24 years,48,25.34
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Both sexes,25 to 54 years,48,34.43
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Both sexes,55 years and over,48,35.41
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Males,15 years and over,48,35.43
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Males,15 to 24 years,48,
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Males,25 to 54 years,48,35.62
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Males,55 years and over,48,40.25
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Females,15 years and over,48,33.48
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Females,15 to 24 years,48,
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Females,25 to 54 years,48,34.24
2018,Alberta,Both full- and part-time employees,"Health occupations, except management",Females,55 years and over,48,34.46
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,48,35.48
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 to 24 years,48,21.54
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,25 to 54 years,48,36.35
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,55 years and over,48,37.13
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 years and over,48,40.67
2018,Alberta,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 to 24 years,48,24.27
